id,date,category,subcategory,description,amount,department,vendor,cost_center,approved_by,status,created_at
7020,2024-02-17,General & Admin,IT & Communications,IT & Communications - AT&T Business,576736.81,Corporate Services,AT&T Business,CC-COR-810,VP Corporate Services,Paid,2024-02-17 12:30:00
7021,2024-02-17,General & Admin,Utilities & Facilities,Utilities & Facilities - ConEdison,435082.16,Corporate Services,ConEdison,CC-COR-810,Director Procurement,Approved,2024-02-17 16:20:00
7022,2024-02-18,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,10526978.87,Flight Operations,Chevron Aviation,CC-FLT-110,VP Flight Ops,Approved,2024-02-18 10:15:00
7023,2024-02-18,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,4678256.13,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Paid,2024-02-18 12:30:00
7024,2024-02-18,Fuel,Into-Plane Services,Into-Plane Services - Swissport Fueling,2073441.14,Flight Operations,Swissport Fueling,CC-FLT-110,VP Flight Ops,Approved,2024-02-18 14:45:00
7025,2024-02-18,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,7046008.74,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2024-02-18 16:20:00
7026,2024-02-18,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6508664.4,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Paid,2024-02-18 10:15:00
7027,2024-02-18,Maintenance,Line Maintenance,Line Maintenance - Delta TechOps,2793196.22,Maintenance & Engineering,Delta TechOps,CC-MNT-310,VP Maintenance,Paid,2024-02-18 14:45:00
7028,2024-02-18,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - GE Aerospace Services,2022659.34,Maintenance & Engineering,GE Aerospace Services,CC-MNT-310,Director Engineering,Pending,2024-02-18 14:45:00
7029,2024-02-18,Airport Operations,Landing Fees,Landing Fees - Dallas/Fort Worth DFW,2351071.09,Airport Operations,Dallas/Fort Worth DFW,CC-AIR-410,VP Airports,Approved,2024-02-18 16:20:00
7030,2024-02-18,Airport Operations,Ground Handling,Ground Handling - Menzies Aviation,914305.42,Airport Operations,Menzies Aviation,CC-AIR-410,Director Stations,Approved,2024-02-18 12:30:00
7031,2024-02-18,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - AerCap,3789699.61,Fleet Management,AerCap,CC-FLT-120,Treasury Director,Approved,2024-02-18 16:20:00
7032,2024-02-18,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Travelport,1113141.2,Commercial & Marketing,Travelport,CC-COM-510,Director Revenue Mgmt,Approved,2024-02-18 12:30:00
7033,2024-02-18,Sales & Distribution,Credit Card Processing,Credit Card Processing - American Express Merchant,682247.84,Commercial & Marketing,American Express Merchant,CC-COM-510,Chief Commercial Officer,Approved,2024-02-18 10:15:00
7034,2024-02-18,In-flight Services,Catering,Catering - Gate Gourmet,1347119.46,Customer Experience,Gate Gourmet,CC-CAB-610,VP Customer Experience,Paid,2024-02-18 12:30:00
7035,2024-02-18,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Marsh Aviation,855909.62,Finance & Accounting,Marsh Aviation,CC-FIN-710,CFO,Paid,2024-02-18 10:15:00
7036,2024-02-18,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2489854.52,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2024-02-18 10:15:00
7037,2024-02-18,General & Admin,IT & Communications,IT & Communications - Microsoft,468611.53,Corporate Services,Microsoft,CC-COR-810,Director Procurement,Paid,2024-02-18 14:45:00
7038,2024-02-18,General & Admin,Utilities & Facilities,Utilities & Facilities - ConEdison,353513.97,Corporate Services,ConEdison,CC-COR-810,Director Procurement,Pending,2024-02-18 10:15:00
7039,2024-02-19,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,12519108.18,Flight Operations,Chevron Aviation,CC-FLT-110,VP Flight Ops,Approved,2024-02-19 10:15:00
7040,2024-02-19,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,698738.99,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Approved,2024-02-19 14:45:00
7041,2024-02-19,Fuel,Into-Plane Services,Into-Plane Services - Signature Aviation,1802433.71,Flight Operations,Signature Aviation,CC-FLT-110,Chief Pilot,Paid,2024-02-19 12:30:00
7042,2024-02-19,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,6209709.29,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2024-02-19 10:15:00
7043,2024-02-19,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,5839577.87,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2024-02-19 10:15:00
7044,2024-02-19,Maintenance,Line Maintenance,Line Maintenance - Delta TechOps,2549606.79,Maintenance & Engineering,Delta TechOps,CC-MNT-310,VP Maintenance,Approved,2024-02-19 12:30:00
7045,2024-02-19,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,1846266.99,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,VP Maintenance,Paid,2024-02-19 10:15:00
7046,2024-02-19,Airport Operations,Landing Fees,Landing Fees - Chicago ORD,2367360.11,Airport Operations,Chicago ORD,CC-AIR-410,Director Stations,Approved,2024-02-19 10:15:00
7047,2024-02-19,Airport Operations,Ground Handling,Ground Handling - dnata,920640.04,Airport Operations,dnata,CC-AIR-410,Director Stations,Paid,2024-02-19 12:30:00
7048,2024-02-19,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - SMBC Aviation Capital,3172376.73,Fleet Management,SMBC Aviation Capital,CC-FLT-120,Treasury Director,Approved,2024-02-19 14:45:00
7049,2024-02-19,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Travelport,1022501.9,Commercial & Marketing,Travelport,CC-COM-510,Director Revenue Mgmt,Paid,2024-02-19 16:20:00
7050,2024-02-19,Sales & Distribution,Credit Card Processing,Credit Card Processing - Visa Merchant Services,626694.71,Commercial & Marketing,Visa Merchant Services,CC-COM-510,Director Revenue Mgmt,Paid,2024-02-19 12:30:00
7051,2024-02-19,In-flight Services,Catering,Catering - dnata Catering,1121708.87,Customer Experience,dnata Catering,CC-CAB-610,VP Customer Experience,Approved,2024-02-19 12:30:00
7052,2024-02-19,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - AIG Aviation,822111.61,Finance & Accounting,AIG Aviation,CC-FIN-710,CFO,Paid,2024-02-19 10:15:00
7053,2024-02-19,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2022538.65,Finance & Accounting,Fixed Asset Register,CC-FIN-720,CFO,Approved,2024-02-19 12:30:00
7054,2024-02-19,General & Admin,IT & Communications,IT & Communications - SITA,559170.27,Corporate Services,SITA,CC-COR-810,Director Procurement,Approved,2024-02-19 16:20:00
7055,2024-02-19,General & Admin,Utilities & Facilities,Utilities & Facilities - ConEdison,421830.2,Corporate Services,ConEdison,CC-COR-810,Director Procurement,Approved,2024-02-19 14:45:00
7056,2024-02-20,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,4437686.74,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Approved,2024-02-20 16:20:00
7057,2024-02-20,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,8827368.66,Flight Operations,World Fuel Services,CC-FLT-110,Chief Pilot,Approved,2024-02-20 16:20:00
7058,2024-02-20,Fuel,Into-Plane Services,Into-Plane Services - Swissport Fueling,1808871.19,Flight Operations,Swissport Fueling,CC-FLT-110,Chief Pilot,Paid,2024-02-20 12:30:00
7059,2024-02-20,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,6164986.12,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2024-02-20 14:45:00
7060,2024-02-20,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,5733891.89,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2024-02-20 12:30:00
7061,2024-02-20,Maintenance,Line Maintenance,Line Maintenance - Delta TechOps,2584845.48,Maintenance & Engineering,Delta TechOps,CC-MNT-310,VP Maintenance,Approved,2024-02-20 16:20:00
7062,2024-02-20,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - GE Aerospace Services,1871784.66,Maintenance & Engineering,GE Aerospace Services,CC-MNT-310,Director Engineering,Paid,2024-02-20 14:45:00
7063,2024-02-20,Airport Operations,Landing Fees,Landing Fees - Denver DEN,2177872.34,Airport Operations,Denver DEN,CC-AIR-410,VP Airports,Pending,2024-02-20 16:20:00
7064,2024-02-20,Airport Operations,Ground Handling,Ground Handling - Menzies Aviation,846950.36,Airport Operations,Menzies Aviation,CC-AIR-410,Director Stations,Pending,2024-02-20 10:15:00
7065,2024-02-20,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - SMBC Aviation Capital,3217785.07,Fleet Management,SMBC Aviation Capital,CC-FLT-120,VP Fleet,Paid,2024-02-20 14:45:00
7066,2024-02-20,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Travelport,989613.65,Commercial & Marketing,Travelport,CC-COM-510,Director Revenue Mgmt,Paid,2024-02-20 12:30:00
7067,2024-02-20,Sales & Distribution,Credit Card Processing,Credit Card Processing - Visa Merchant Services,606537.4,Commercial & Marketing,Visa Merchant Services,CC-COM-510,Director Revenue Mgmt,Approved,2024-02-20 10:15:00
7068,2024-02-20,In-flight Services,Catering,Catering - dnata Catering,1182587.31,Customer Experience,dnata Catering,CC-CAB-610,VP Customer Experience,Paid,2024-02-20 16:20:00
7069,2024-02-20,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Allianz Global Corporate & Specialty,724382.34,Finance & Accounting,Allianz Global Corporate & Specialty,CC-FIN-710,Controller,Approved,2024-02-20 14:45:00
7070,2024-02-20,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,1988939.37,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2024-02-20 14:45:00
7071,2024-02-20,General & Admin,IT & Communications,IT & Communications - SITA,457739.2,Corporate Services,SITA,CC-COR-810,Director Procurement,Paid,2024-02-20 16:20:00
7072,2024-02-20,General & Admin,Utilities & Facilities,Utilities & Facilities - CBRE,345312.02,Corporate Services,CBRE,CC-COR-810,VP Corporate Services,Paid,2024-02-20 16:20:00
7073,2024-02-21,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,2417161.23,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Approved,2024-02-21 10:15:00
7074,2024-02-21,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,11316974.9,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Approved,2024-02-21 12:30:00
7075,2024-02-21,Fuel,Into-Plane Services,Into-Plane Services - Swissport Fueling,1872836.74,Flight Operations,Swissport Fueling,CC-FLT-110,VP Flight Ops,Approved,2024-02-21 10:15:00
7076,2024-02-21,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,7112689.48,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Paid,2024-02-21 10:15:00
7077,2024-02-21,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6107522.54,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2024-02-21 12:30:00
7078,2024-02-21,Maintenance,Line Maintenance,Line Maintenance - AAR Corp,2588228.66,Maintenance & Engineering,AAR Corp,CC-MNT-310,Director Engineering,Approved,2024-02-21 14:45:00
7079,2024-02-21,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,1874234.55,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,VP Maintenance,Approved,2024-02-21 12:30:00
7080,2024-02-21,Airport Operations,Landing Fees,Landing Fees - Chicago ORD,2490103.04,Airport Operations,Chicago ORD,CC-AIR-410,Director Stations,Approved,2024-02-21 10:15:00
7081,2024-02-21,Airport Operations,Ground Handling,Ground Handling - dnata,968373.4,Airport Operations,dnata,CC-AIR-410,Director Stations,Approved,2024-02-21 10:15:00
7082,2024-02-21,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - AerCap,3461943.43,Fleet Management,AerCap,CC-FLT-120,VP Fleet,Approved,2024-02-21 12:30:00
7083,2024-02-21,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Amadeus,1040337.08,Commercial & Marketing,Amadeus,CC-COM-510,Director Revenue Mgmt,Approved,2024-02-21 10:15:00
7084,2024-02-21,Sales & Distribution,Credit Card Processing,Credit Card Processing - Visa Merchant Services,637625.96,Commercial & Marketing,Visa Merchant Services,CC-COM-510,Chief Commercial Officer,Approved,2024-02-21 12:30:00
7085,2024-02-21,In-flight Services,Catering,Catering - Gate Gourmet,1356918.27,Customer Experience,Gate Gourmet,CC-CAB-610,Cabin Services Director,Approved,2024-02-21 16:20:00
7086,2024-02-21,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - AIG Aviation,877695.35,Finance & Accounting,AIG Aviation,CC-FIN-710,Controller,Approved,2024-02-21 14:45:00
7087,2024-02-21,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2083497.63,Finance & Accounting,Fixed Asset Register,CC-FIN-720,CFO,Approved,2024-02-21 14:45:00
7088,2024-02-21,General & Admin,IT & Communications,IT & Communications - SITA,424611.3,Corporate Services,SITA,CC-COR-810,VP Corporate Services,Paid,2024-02-21 10:15:00
7089,2024-02-21,General & Admin,Utilities & Facilities,Utilities & Facilities - ConEdison,320320.81,Corporate Services,ConEdison,CC-COR-810,Director Procurement,Approved,2024-02-21 14:45:00
7090,2024-02-22,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,79304.19,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Paid,2024-02-22 12:30:00
7091,2024-02-22,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,14193819.18,Flight Operations,World Fuel Services,CC-FLT-110,Chief Pilot,Approved,2024-02-22 14:45:00
7092,2024-02-22,Fuel,Into-Plane Services,Into-Plane Services - Signature Aviation,1946335.01,Flight Operations,Signature Aviation,CC-FLT-110,VP Flight Ops,Approved,2024-02-22 14:45:00
7093,2024-02-22,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,6528087.46,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Paid,2024-02-22 12:30:00
7094,2024-02-22,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,5702399.06,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2024-02-22 12:30:00
7095,2024-02-22,Maintenance,Line Maintenance,Line Maintenance - Lufthansa Technik,2740874.33,Maintenance & Engineering,Lufthansa Technik,CC-MNT-310,Director Engineering,Paid,2024-02-22 12:30:00
7096,2024-02-22,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Pratt & Whitney Services,1984771.06,Maintenance & Engineering,Pratt & Whitney Services,CC-MNT-310,Director Engineering,Pending,2024-02-22 12:30:00
7097,2024-02-22,Airport Operations,Landing Fees,Landing Fees - Denver DEN,2464736.25,Airport Operations,Denver DEN,CC-AIR-410,VP Airports,Paid,2024-02-22 16:20:00
7098,2024-02-22,Airport Operations,Ground Handling,Ground Handling - Menzies Aviation,958508.54,Airport Operations,Menzies Aviation,CC-AIR-410,Director Stations,Paid,2024-02-22 12:30:00
7099,2024-02-22,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - AerCap,3423720.77,Fleet Management,AerCap,CC-FLT-120,VP Fleet,Approved,2024-02-22 16:20:00
7100,2024-02-22,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Sabre Travel Network,1057713.67,Commercial & Marketing,Sabre Travel Network,CC-COM-510,Chief Commercial Officer,Pending,2024-02-22 14:45:00
7101,2024-02-22,Sales & Distribution,Credit Card Processing,Credit Card Processing - Visa Merchant Services,648276.12,Commercial & Marketing,Visa Merchant Services,CC-COM-510,Director Revenue Mgmt,Paid,2024-02-22 14:45:00
7102,2024-02-22,In-flight Services,Catering,Catering - Gate Gourmet,1263094.7,Customer Experience,Gate Gourmet,CC-CAB-610,Cabin Services Director,Approved,2024-02-22 10:15:00
7103,2024-02-22,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Allianz Global Corporate & Specialty,732661.89,Finance & Accounting,Allianz Global Corporate & Specialty,CC-FIN-710,Controller,Approved,2024-02-22 10:15:00
7104,2024-02-22,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,1971925.5,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2024-02-22 16:20:00
7105,2024-02-22,General & Admin,IT & Communications,IT & Communications - Microsoft,467242.77,Corporate Services,Microsoft,CC-COR-810,Director Procurement,Approved,2024-02-22 14:45:00
7106,2024-02-22,General & Admin,Utilities & Facilities,Utilities & Facilities - CBRE,352481.38,Corporate Services,CBRE,CC-COR-810,VP Corporate Services,Paid,2024-02-22 12:30:00
7107,2024-02-23,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,14078976.36,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Approved,2024-02-23 10:15:00
7108,2024-02-23,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,187350.48,Flight Operations,World Fuel Services,CC-FLT-110,Chief Pilot,Pending,2024-02-23 12:30:00
7109,2024-02-23,Fuel,Into-Plane Services,Into-Plane Services - Signature Aviation,1945408.21,Flight Operations,Signature Aviation,CC-FLT-110,VP Flight Ops,Approved,2024-02-23 14:45:00
7110,2024-02-23,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,6411271.82,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2024-02-23 16:20:00
7111,2024-02-23,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6618671.65,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2024-02-23 10:15:00
7112,2024-02-23,Maintenance,Line Maintenance,Line Maintenance - Delta TechOps,2887752.71,Maintenance & Engineering,Delta TechOps,CC-MNT-310,VP Maintenance,Approved,2024-02-23 14:45:00
7113,2024-02-23,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,2091131.27,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,Director Engineering,Paid,2024-02-23 12:30:00
7114,2024-02-23,Airport Operations,Landing Fees,Landing Fees - Los Angeles LAX,2707713.47,Airport Operations,Los Angeles LAX,CC-AIR-410,VP Airports,Pending,2024-02-23 16:20:00
7115,2024-02-23,Airport Operations,Ground Handling,Ground Handling - dnata,1052999.68,Airport Operations,dnata,CC-AIR-410,Director Stations,Paid,2024-02-23 10:15:00
7116,2024-02-23,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - Avolon,3641133.61,Fleet Management,Avolon,CC-FLT-120,Treasury Director,Paid,2024-02-23 12:30:00
7117,2024-02-23,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Amadeus,1100036.08,Commercial & Marketing,Amadeus,CC-COM-510,Chief Commercial Officer,Paid,2024-02-23 14:45:00
7118,2024-02-23,Sales & Distribution,Credit Card Processing,Credit Card Processing - Mastercard Merchant Services,674215.67,Commercial & Marketing,Mastercard Merchant Services,CC-COM-510,Chief Commercial Officer,Approved,2024-02-23 12:30:00
